fecha	cols	rows	min_gain_to_split	max_depth	max_bin	seed	extra_trees	metric	first_metric_only	objective	boost_from_average	force_row_wise	feature_pre_filter	boosting	num_threads	verbosity	verbose	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	lambda_l1	lambda_l2	bagging_fraction	num_iterations	rmse_validate	rmse_test	ganancia	iteracion_bayesiana
20251208 135442	3112	389	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.199907393884716	0.302480062700802	584	20	4.92083471101806	7.72962007939799	0.648478052850692	642	56.0409805519528	82.6061743302826	82.6061743302826	102
20251208 135617	3112	389	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0113410617932067	0.311447437072663	920	11	1.33408833566631	0.302519919045205	0.721610348771491	5464	57.5479057734516	71.0531262527096	71.0531262527096	103
20251208 135635	3112	389	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.182942246656633	0.378388715117755	1224	31	4.92557179482893	7.73082673818207	0.851444536179203	1429	68.0415789118155	99.5467447937125	99.5467447937125	104
20251208 135724	3112	389	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0173856272995375	0.301801096851872	428	9	2.30926980773715	0.0622652371462587	0.77531914045015	2953	59.6384189871983	67.5971095867494	67.5971095867494	105
20251208 140625	3112	389	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0101310317972134	0.830123439369557	1472	34	1.31544480316559	0.335644463340453	0.999659846050538	24184	63.056815679025	87.1995421195299	87.1995421195299	106
20251208 141702	3112	389	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0100978280080689	0.847032535214387	443	33	0.52343237844593	9.40569141878915	0.979152133227813	29487	60.0728600644823	92.0868334589715	92.0868334589715	107
20251208 141943	3112	389	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0317612558204976	0.885639400339028	1136	33	4.80678937359306	8.44435415054225	0.954595075537439	7996	58.7681992115202	89.9939814106411	89.9939814106411	108
20251208 142117	3112	389	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0113768410601375	0.328048200828601	768	11	4.9926988219964	8.77233742890419	0.991292728733458	7498	56.90610022408	81.7386023049776	81.7386023049776	109
20251208 142134	3112	389	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.173348588692966	0.300254399549684	423	21	0.0661315620474883	9.43877990830127	0.683947150306182	1523	60.3832129816422	85.6897315138391	85.6897315138391	110
20251208 142329	3112	389	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0232473327585952	0.351723803329465	1253	33	0.396524898627369	7.14316217891164	0.985195978128197	11699	57.8862868127883	86.2210452002923	86.2210452002923	111
20251208 142416	3112	389	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.139302048497093	0.859881482072905	1495	129	0.00752835923494091	8.38120913958258	0.607603601790485	4154	89.8575447184577	122.306816816532	122.306816816532	112
