fecha	cols	rows	min_gain_to_split	max_depth	max_bin	seed	extra_trees	metric	first_metric_only	objective	boost_from_average	force_row_wise	feature_pre_filter	boosting	num_threads	verbosity	verbose	learning_rate	feature_fraction	num_leaves	min_data_in_leaf	lambda_l1	lambda_l2	bagging_fraction	num_iterations	rmse_validate	rmse_test	ganancia	iteracion_bayesiana
20251209 184054	3145	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.195463315333686	0.551013011808269	1480	20	1.40783959741186	2.35196140467443	0.759742783963067	368	100.673768371328	110.350182208611	110.350182208611	82
20251209 184151	3145	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0685648548765516	0.859753115387035	505	31	0.0572251081051182	6.03764550114816	0.716768129079187	1615	66.7623434760471	97.2284827178634	97.2284827178634	83
20251209 184600	3145	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0493117634324943	0.899380817290968	1217	89	3.51198604971657	2.57377091751624	0.909912417629678	15285	85.1673991844876	112.513925100936	112.513925100936	84
20251209 184625	3145	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.145314041946065	0.534469344732154	710	32	2.61665895027673	5.80546192140234	0.736863756655254	1691	62.0659684953004	98.8583467484058	98.8583467484058	85
20251209 184655	3145	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0697086327303809	0.318954970852987	1329	40	4.4815698950135	9.38905137844057	0.701474393348392	3224	62.7586357681164	95.8175605454427	95.8175605454427	86
20251209 184721	3145	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.121058775691001	0.316186420083311	982	57	4.71546232147175	7.75608302560599	0.818562046908479	3644	68.9282270861908	102.551821057558	102.551821057558	87
20251209 184751	3145	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.18430198768469	0.764851456640674	1233	39	4.97011050552936	8.89866181454682	0.681746705303745	855	57.6207501028018	88.495721008605	88.495721008605	88
20251209 184810	3145	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.154286573326343	0.722155301116889	1232	7	4.87064123041209	9.98147602649458	0.604139631794261	214	57.7268774656706	106.099182051617	106.099182051617	89
20251209 185524	3145	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0113831847225624	0.896060782937144	290	44	4.99247032755162	6.19665635688735	0.692530455338142	18585	67.7802544584036	104.362581578535	104.362581578535	90
20251209 185600	3145	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.150748577760373	0.709658630182377	1252	42	4.93992234998368	0.315525359306336	0.611401244204109	1225	71.6404198226268	110.65885163201	110.65885163201	91
20251209 185829	3145	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0241783200385368	0.745792642117187	81	9	0.064645644664992	1.95314117816816	0.633831413492763	2313	65.898648331591	92.9342846720607	92.9342846720607	92
20251209 191603	3145	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0101280578555966	0.620892636327175	26	21	0.0041352709289994	0.392438877966722	0.960686674969105	39008	84.6715145959454	105.548113083503	105.548113083503	93
20251209 191644	3145	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.128543834775257	0.818724918824438	1449	35	4.94295076342019	9.98761981462217	0.774736072126194	1389	56.9527719781304	99.0213818261894	99.0213818261894	94
20251209 191849	3145	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0117728452508702	0.791381202820957	474	5	1.25589546436071	4.48469153536691	0.687075452042971	1631	64.355253828949	89.7861505496534	89.7861505496534	95
20251209 191909	3145	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0829306070241665	0.88671361606331	365	5	2.84255598938236	0.00244040924650269	0.688641446119073	346	132.204704188813	148.588443971088	148.588443971088	96
20251209 192107	3145	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0100672108559452	0.404076228160911	346	6	0.285365265409762	6.83570931585443	0.626951918006845	2554	57.8965451251787	87.0482790749718	87.0482790749718	97
20251209 192423	3145	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0100994752462778	0.685523564750688	1002	9	0.0158943189076503	7.16182391430801	0.7202780938022	2878	60.5467804365085	92.1060234807263	92.1060234807263	98
20251209 192726	3145	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0101563962315985	0.699748353896508	110	9	0.0556181330750186	6.26184758016272	0.755921992604065	2675	64.1319226043233	90.9538851457588	90.9538851457588	99
20251209 192735	3145	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.198734091214879	0.312565293622465	656	27	4.99748974717171	9.87008194318815	0.638027716432725	696	67.634243151725	93.6724564874239	93.6724564874239	100
20251209 193003	3145	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0101942048362353	0.551768948943899	396	12	0.744188460371071	4.2568972136693	0.604758443836098	4632	69.1935789722714	92.8008468560427	92.8008468560427	101
20251209 193024	3145	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0559533498910356	0.371367883162761	1094	5	1.32535835210474	8.72751850013461	0.790944782002871	409	54.3416060591568	87.1742839135507	87.1742839135507	102
20251209 193107	3145	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.199694945475346	0.666074420474494	885	44	4.27649898796001	9.54889187192155	0.634029978463985	2106	70.5223704514781	109.274068241277	109.274068241277	103
20251209 193120	3145	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.120133674245098	0.301655825963677	1321	19	4.99311241850511	7.17912716396061	0.716437814711631	618	76.0445950944749	98.5035949943768	98.5035949943768	104
20251209 193202	3145	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.020526431363556	0.330701635178449	369	5	1.21346307538282	7.42194879895748	0.684012024211494	1182	56.6146965171239	89.2411813029118	89.2411813029118	105
20251209 193328	3145	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0138578637478594	0.43495085957307	611	5	0.310041214192992	5.53462508937257	0.685295641959904	1551	59.2409028433153	85.1063015469207	85.1063015469207	106
20251209 193429	3145	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.143858939240678	0.822160304402972	39	55	0.0845846808761209	2.65062363567865	0.828758940609413	2561	78.457536827236	98.6770962187781	98.6770962187781	107
20251209 193538	3145	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0144126476263939	0.424486513453856	1205	5	0.660842459449779	4.94652657166607	0.981527264141429	1338	62.0415362169892	87.4464814185233	87.4464814185233	108
20251209 193547	3145	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.195281034269718	0.355172036963698	1138	5	4.16209201093432	9.57155970792661	0.999630017078911	128	48.1132947783738	96.9250148863197	96.9250148863197	109
20251209 193734	3145	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0844957654456432	0.301129914680966	486	95	4.810680215406	6.93675246454683	0.705659375174826	20640	74.8529507552141	102.317928308946	102.317928308946	110
20251209 193808	3145	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0534581266750396	0.524121443197475	893	5	0.441413187130903	9.17339371768786	0.913988557144927	498	51.7831766751231	88.0243840152049	88.0243840152049	111
20251209 193932	3145	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0163775014428591	0.446817854820026	1498	5	0.514471289590565	9.80300981157653	0.817665709832453	1653	55.4781101041063	89.5735488938244	89.5735488938244	112
20251209 194523	3145	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0100900754441644	0.801285988757896	412	49	0.16057255765858	3.27322628035559	0.682185334104193	13641	69.7093753725584	97.0217473890722	97.0217473890722	113
20251209 194606	3145	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.128674978027272	0.30203258274672	10	108	1.59715349152718	9.88507852735332	0.932841566574802	9019	71.9430003292419	105.567762704749	105.567762704749	114
20251209 195518	3145	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0160292782558472	0.561553548992509	13	107	4.92498820873649	4.85177266885268	0.967569678911698	52114	68.7112914732349	106.461189603701	106.461189603701	115
20251209 195547	3145	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.117526251716526	0.300571681140729	1281	115	4.98873119772047	9.20607547073477	0.999424629237112	4639	86.2874325800219	112.353788542098	112.353788542098	116
20251209 195605	3145	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.188751726021098	0.47719480965698	10	110	4.99604640680577	0.16710047963369	0.642546125198561	2004	77.9103299969501	111.48225203466	111.48225203466	117
20251209 195740	3145	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0210008529236186	0.665158380224399	619	5	0.659146075805882	7.87805648968331	0.650607531676147	1255	58.2045157892644	92.4409290733006	92.4409290733006	118
20251209 195754	3145	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.198812124771809	0.309629250897418	41	5	0.0103383730789336	4.96122542737736	0.655944329726371	227	81.0650246617018	107.975700656473	107.975700656473	119
20251209 195849	3145	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0559010400014626	0.704355850866668	1242	5	0.00596275615707676	6.00252391566508	0.879288436796866	355	61.3855482995115	87.6478030938712	87.6478030938712	120
20251209 200155	3145	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.104437137867227	0.743041615163504	137	78	4.94888417806084	7.66314706492091	0.830868681730719	12806	73.6747131845404	113.709824518064	113.709824518064	121
20251209 200229	3145	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0529857835719804	0.323708482303532	1410	5	0.000629699251784955	7.91272835608994	0.917093449831827	454	54.6176932295273	90.0838344949944	90.0838344949944	122
20251209 201325	3145	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0102980642572688	0.305351082821512	770	109	2.15171429008657	7.36418677210066	0.600876712435581	82077	71.2166639867399	106.227775956287	106.227775956287	123
20251209 201401	3145	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.179102921465435	0.447589484890063	1478	37	4.99861459056572	7.19362156194344	0.627146739907332	908	61.9428830439862	95.1503994013888	95.1503994013888	124
20251209 201553	3145	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0772277561928415	0.796370540458434	1227	52	4.98904704481964	6.67690090517275	0.737753290839357	5540	71.9760899981032	99.9729237589634	99.9729237589634	125
20251209 201615	3145	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.111667324202966	0.303378418415978	726	74	0.00185614133197188	3.37646085871476	0.999567931836137	2777	71.8579860478089	106.122402215621	106.122402215621	126
20251209 201837	3145	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.0143987504234884	0.82629086947225	904	5	0.0260809193687718	3.51660626665006	0.833855991179635	1202	64.8976543102903	87.47862019501	87.47862019501	127
20251209 201850	3145	435	0	-1	255	999983	FALSE	rmse	TRUE	regression	TRUE	TRUE	FALSE	gbdt	0	-100	-100	0.174861710465139	0.408850664013766	1295	7	1.53340006652742	9.86646466570632	0.872495791534165	168	50.2317972988553	97.4149811101251	97.4149811101251	128
